id_colonia,cve_alcaldia,nom_alcaldia,nom_colonia,centroide_lat,centroide_lon,pob_colonia,pob_menores_estim,pobreza_pct_promedio,pct_aguadv,pct_drenaje,pct_excede_nom_local,antiguedad_red_proxy,antiguedad_red_anos_estim,n_fugas_total,fugas_por_10k_hab_total,lag_promedio_dias,dist_planta_km,planta_cercana_id,tasa_morbilidad_estimada_por_100k,casos_morbilidad_estimados,factor_riesgo_morbilidad,IVH,estres_score,riesgo_infantil,score_priorizacion,rank,d_urgencia,d_magnitud,d_remediabilidad,d_equidad,d_retorno,causa_raiz,intervencion,flag_top_100,flag_top_200,flag_critico_ivh,flag_estres_alto,flag_red_40plus,flag_pob_infantil_alta
03-008,003,COYOACAN,AVANTE,19.32822,-99.13465,9179,1364.0,27.5,99.76,99.72,59.5,0.7375,42.0,1031,1123.22,3.49,7.61,PLANTA_030,2737.72,251.3,0.5473264263642893,0.5646,0.24901735743388329,0.10703357720524166,0.1273,803,0.021250414051683434,0.18587617524658306,0.14280276209291629,0.42020563254358523,0.027636576742558726,ambas,Intervención dual: red + planta (proyecto integral),0,0,0,0,1,1
17-067,017,VENUSTIANO CARRANZA,20 DE NOVIEMBRE (AMPL),19.443637,-99.114512,962,169.0,29.9,99.6,99.59,0.0,0.7336,42.0,0,0.0,,1.85,PLANTA_037,3553.95,34.2,0.7105078100882739,0.2003,0.0,0.0033509958506688013,0.1273,804,0.0031303060571605448,0.006478170944230633,0.3842407586977721,0.4738489047831918,0.0035191903056549455,otra,Auditoría técnica para identificar causa secundaria,0,0,0,0,1,0
16-025,016,MIGUEL HIDALGO,DANIEL GARZA (AMPL),19.409218,-99.193839,6258,944.0,14.29,98.4,98.39,0.0,0.3551,23.0,35,55.93,0.67,8.22,PLANTA_000,8873.16,555.3,1.7739300667909348,0.1823,0.022277899405963798,0.016687972114807586,0.1273,805,0.048135153824829024,0.04056694082411642,0.3943282723495251,0.12494412159141709,0.0890248129781675,otra,Auditoría técnica para identificar causa secundaria,0,0,0,0,0,0
05-070,005,GUSTAVO A. MADERO,GRANJAS MODERNAS-SAN JUAN DE ARAGON (AMPL),19.476691,-99.104349,2365,428.0,33.69,99.63,99.76,0.0,0.8242,46.0,594,2511.63,0.52,2.08,PLANTA_005,3051.02,72.2,0.6099621935398889,0.4184,0.6028757354073733,0.023374965078818442,0.1271,806,0.007206361035257037,0.03512660720901603,0.2961410581850945,0.558560572194904,0.007205253043800415,fugas,Reemplazo de red secundaria (cuadrillas + tubería),0,0,0,1,1,0
17-085,017,VENUSTIANO CARRANZA,PENSADOR MEXICANO I,19.445974,-99.081798,5176,911.0,29.9,99.6,99.59,0.0,0.7336,42.0,987,1906.88,0.76,3.23,PLANTA_037,3553.95,184.0,0.7105078100882739,0.3803,0.36604503011389283,0.04469080638099636,0.127,807,0.018382807358591432,0.07032172669578027,0.26779034661596207,0.4738489047831918,0.02022122667671073,fugas,Reemplazo de red secundaria (cuadrillas + tubería),0,0,0,0,1,0
12-097,012,TLALPAN,EL MIRADOR 2A y 3A SECC,19.27016,-99.184029,2316,427.0,38.69,95.66,99.47,100.0,0.686,39.0,421,1817.79,0.0,8.06,PLANTA_044,9300.26,215.4,1.859316331252085,0.735,0.33743033758226815,0.04455918806835271,0.127,808,0.022658945971286266,0.0607519823619139,0.17186139482353485,0.670317389360751,0.024686073354048675,ambas,Intervención dual: red + planta (proyecto integral),0,0,1,0,0,0
05-028,005,GUSTAVO A. MADERO,COMPOSITORES MEXICANOS,19.566682,-99.141885,11985,2169.0,33.69,99.63,99.76,0.0,0.8242,46.0,478,398.83,4.91,8.82,PLANTA_005,3051.02,365.7,0.6099621935398889,0.3746,0.28119389426255537,0.10491378760925395,0.127,809,0.03792978950646843,0.16096488670982903,0.06944453318511758,0.558560572194904,0.03769027375894339,otra,Auditoría técnica para identificar causa secundaria,0,0,0,0,1,1
02-111,002,AZCAPOTZALCO,SAN PEDRO XALPA (AMPL) I,19.480676,-99.21636,11365,1850.0,24.59,99.57,99.69,0.0,0.7316,42.0,85,74.79,0.0,3.5,PLANTA_000,2942.51,334.4,0.5882689975126411,0.253,0.13611612511545068,0.053636794474330986,0.1268,810,0.03113867471747576,0.10292805569432664,0.2547170157882907,0.3551631649530622,0.03705070621395908,otra,Auditoría técnica para identificar causa secundaria,0,0,0,0,1,1
15-003,015,CUAUHTEMOC,ASTURIAS (AMPL),19.407196,-99.131063,5740,878.0,21.74,99.57,99.6,0.0,0.5643,33.0,35,60.98,,3.07,PLANTA_006,3147.35,180.7,0.6292212456689229,0.2237,0.04127140969478192,0.021272314615047583,0.1268,811,0.015637263493466266,0.04571559391501676,0.3920634764755748,0.2914617791685293,0.02305814832613367,otra,Auditoría técnica para identificar causa secundaria,0,0,0,0,0,0
12-137,012,TLALPAN,REAL DEL SUR-VILLAS DEL SUR-RESIDENCIAL ACOXPA,19.300436,-99.123271,1344,248.0,38.69,95.66,99.47,59.5,0.686,39.0,25,186.01,1.47,4.98,PLANTA_044,9300.26,125.0,1.859316331252085,0.6531,0.2139955254044834,0.02241573273304308,0.1267,812,0.013030105911845719,0.031108859710354132,0.22969343394489825,0.670317389360751,0.01420234609720576,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,0,0,0,0
07-015,007,IZTAPALAPA,BENITO JUAREZ,19.329606,-99.078597,1139,228.0,42.87,99.59,99.77,50.0,0.8908,50.0,70,614.57,2.45,2.54,PLANTA_030,3517.42,40.1,0.7032058224701064,0.6821,0.5480293458750042,0.021579221685330965,0.1267,813,0.004294720996781104,0.027482825119592325,0.2080539918104748,0.7637460885113994,0.0036716669909801214,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,0,1,1,0
10-200,010,ALVARO OBREGON,SANTA LUCIA,19.357619,-99.253353,6655,1193.0,37.67,99.54,99.6,100.0,0.7997,45.0,709,1065.36,5.91,15.72,PLANTA_000,3974.97,264.5,0.794679736422145,0.6879,0.31871212464292104,0.11690399226774359,0.1267,814,0.027087168343890723,0.16414290939199494,0.04330914270031826,0.6475189986589184,0.027696791461256837,ambas,Intervención dual: red + planta (proyecto integral),0,0,0,0,1,0
03-143,003,COYOACAN,PEDREGAL DE STO DOMINGO V,19.325568,-99.167012,10991,1634.0,27.5,99.76,99.72,59.5,0.7375,42.0,56,50.95,,9.72,PLANTA_044,2737.72,300.9,0.5473264263642893,0.4913,0.09098843382163997,0.10928049667384229,0.1266,815,0.025525832676090685,0.1936929206366948,0.11954694038797313,0.42020563254358523,0.033149328562708344,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,0,0,1,1
07-048,007,IZTAPALAPA,"EJTO CONSTITUCIONALISTA, SUPERMANZANA III (U HAB)",19.382272,-99.052994,3315,663.0,42.87,99.59,99.77,50.0,0.8908,50.0,47,141.78,,3.94,PLANTA_030,3517.42,116.6,0.7032058224701064,0.6473,0.31860969522662635,0.06040769411265217,0.1266,816,0.013144640848133765,0.07669861408751065,0.12661263593159433,0.7637460885113994,0.011237011777946976,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,0,0,1,0
07-211,007,IZTAPALAPA,SANTA MARIA DEL MONTE,19.351291,-99.090331,1391,278.0,42.87,99.59,99.77,15.8,0.8908,50.0,38,273.18,3.08,2.62,PLANTA_030,3517.42,48.9,0.7032058224701064,0.6027,0.4391682314868017,0.023024403536635173,0.1265,817,0.005311953163603249,0.029691921830079716,0.20170323730310827,0.7637460885113994,0.00454192887497108,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,0,0,1,0
05-013,005,GUSTAVO A. MADERO,BONDOJITO,19.466901,-99.111047,4799,868.0,33.69,99.63,99.76,0.0,0.8242,46.0,265,552.2,0.38,2.74,PLANTA_005,3051.02,146.4,0.6099621935398889,0.3823,0.4048268173027964,0.042840083590407,0.1265,818,0.014971041407073815,0.06551209361066636,0.23785444947066514,0.558560572194904,0.014912198655601465,otra,Auditoría técnica para identificar causa secundaria,0,0,0,0,1,0
12-143,012,TLALPAN,RINCONADA (U HAB),19.286326,-99.13516,865,160.0,38.69,95.66,99.47,59.5,0.686,39.0,8,92.49,,4.23,PLANTA_044,9300.26,80.4,1.859316331252085,0.6365,0.17435957460408924,0.013825050191461513,0.1265,819,0.008296374485975503,0.01934521605254748,0.2540887001308425,0.670317389360751,0.00903006472933857,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,0,0,0,0
12-182,012,TLALPAN,TRES FUENTES (U HAB),19.298281,-99.121606,1199,221.0,38.69,95.66,99.47,59.5,0.686,39.0,3,25.02,0.0,4.7,PLANTA_044,9300.26,111.5,1.859316331252085,0.6061,0.09142902094291615,0.0182978525609745,0.1264,820,0.011577711042544628,0.02567805007844828,0.2380500252437747,0.670317389360751,0.012636745234734749,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,0,0,0,0
16-094,016,MIGUEL HIDALGO,SAN MIGUEL CHAPULTEPEC I,19.414857,-99.190416,5409,816.0,14.29,98.4,98.39,0.0,0.3551,23.0,243,449.25,1.12,7.56,PLANTA_000,8873.16,479.9,1.7739300667909348,0.2316,0.04594051843166281,0.02077895359288443,0.1264,821,0.04156592886454548,0.04458977209485724,0.4028354679916589,0.12494412159141709,0.07689689051157683,otra,Auditoría técnica para identificar causa secundaria,0,0,0,0,0,0
06-019,006,IZTACALCO,MILITAR MARTE,19.381024,-99.128636,6926,1186.0,25.72,99.69,99.72,15.8,0.8157,46.0,942,1360.09,0.47,2.66,PLANTA_006,2735.5,189.5,0.5468834955876182,0.4838,0.48843604497179893,0.07777731810756505,0.1264,822,0.01841656317193639,0.12002210628313674,0.2495645710245635,0.38042020563254364,0.01951603435742683,ambas,Intervención dual: red + planta (proyecto integral),0,0,0,1,1,0
06-047,006,IZTACALCO,AGRICOLA ORIENTAL VIII,19.387544,-99.062623,11145,1909.0,25.72,99.69,99.72,15.8,0.8157,46.0,107,96.01,,4.31,PLANTA_030,2735.5,304.9,0.5468834955876182,0.4209,0.20509221978198983,0.10636328219653071,0.1263,823,0.029855900540025786,0.1682040307423967,0.1631960449032059,0.38042020563254364,0.03157974485551838,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,0,0,1,1
05-119,005,GUSTAVO A. MADERO,MAGDALENA DE LAS SALINAS,19.482777,-99.138082,3303,598.0,33.69,99.63,99.76,0.0,0.8242,46.0,630,1907.36,1.81,2.36,PLANTA_005,3051.02,100.8,0.6099621935398889,0.4118,0.551797608997831,0.032190740491974554,0.1263,824,0.010206351178913518,0.04845297148419483,0.26861682629216954,0.558560572194904,0.01017585472166443,fugas,Reemplazo de red secundaria (cuadrillas + tubería),0,0,0,1,1,0
15-022,015,CUAUHTEMOC,PAULINO NAVARRO,19.411708,-99.12995,4939,755.0,21.74,99.57,99.6,0.0,0.5643,33.0,290,587.16,2.19,3.09,PLANTA_037,3147.35,155.4,0.6292212456689229,0.2774,0.0859663833631231,0.024684311720083625,0.1262,825,0.013398150528790656,0.04880902248597691,0.39084122815521233,0.2914617791685293,0.019788594951866974,otra,Auditoría técnica para identificar causa secundaria,0,0,0,0,0,0
12-014,012,TLALPAN,BOSQUES DE TEPEXIMILPA,19.276847,-99.190308,2515,464.0,38.69,95.66,99.47,100.0,0.686,39.0,52,206.76,0.0,8.86,PLANTA_044,9300.26,233.9,1.859316331252085,0.6833,0.1958439528431913,0.04471069288575866,0.1262,826,0.02464926486625443,0.06133584315877152,0.16275110810965077,0.670317389360751,0.026831526387805244,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,0,0,0,0
17-068,017,VENUSTIANO CARRANZA,24 DE ABRIL,19.415375,-99.116551,221,39.0,29.9,99.6,99.59,0.0,0.7336,42.0,41,1855.2,0.17,1.81,PLANTA_037,3553.95,7.9,0.7105078100882739,0.3797,0.4318374483294892,0.0015789086126455486,0.1261,827,0.00045803493965917676,0.0025673732107962576,0.38932183810471477,0.4738489047831918,0.000586856817278663,fugas,Reemplazo de red secundaria (cuadrillas + tubería),0,0,0,0,1,0
03-017,003,COYOACAN,CARMEN SERDAN,19.319712,-99.108306,7824,1163.0,27.5,99.76,99.72,100.0,0.7375,42.0,223,285.02,9.13,5.54,PLANTA_030,2737.72,214.2,0.5473264263642893,0.5597,0.19070984255583692,0.09027489219358051,0.126,828,0.01806760240906915,0.15699249048486127,0.18019974935043268,0.42020563254358523,0.02351312729643874,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,0,0,1,0
03-142,003,COYOACAN,PEDREGAL DE STO DOMINGO IV,19.328765,-99.166685,10263,1525.0,27.5,99.76,99.72,59.5,0.7375,42.0,202,196.82,,9.5,PLANTA_006,2737.72,281.0,0.5473264263642893,0.5232,0.15309039436975783,0.10969415194599431,0.1259,829,0.023799830342533683,0.19260437861334315,0.12153525803516352,0.42020563254358523,0.030937559183253156,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,0,0,1,1
15-064,015,CUAUHTEMOC,OBRERA III,19.410757,-99.141767,8981,1373.0,21.74,99.57,99.6,0.0,0.5643,33.0,30,33.4,,4.19,PLANTA_037,3147.35,282.7,0.6292212456689229,0.2097,0.028400202287482038,0.03030693741916615,0.1258,830,0.024648327863502264,0.06726150083708946,0.3381244099445873,0.2914617791685293,0.0362397469101338,otra,Auditoría técnica para identificar causa secundaria,0,0,0,0,0,1
07-055,007,IZTAPALAPA,EL MOLINO_,19.355123,-99.088114,961,192.0,42.87,99.59,99.77,15.8,0.8908,50.0,14,145.68,,2.47,PLANTA_030,3517.42,33.8,0.7032058224701064,0.5878,0.3668930766445042,0.01527746785534189,0.1257,831,0.003562313836669159,0.019859464405987765,0.21385111426064296,0.7637460885113994,0.0030486385967593214,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,0,0,1,0
07-241,007,IZTAPALAPA,VERACRUZANA (AMPL),19.350758,-99.090115,1220,244.0,42.87,99.59,99.77,15.8,0.8908,50.0,26,213.11,1.7,2.59,PLANTA_030,3517.42,42.9,0.7032058224701064,0.5968,0.40923240126748484,0.019912381178134046,0.1256,832,0.004620235290164191,0.025727740894504005,0.20405160126091582,0.7637460885113994,0.003948568499522699,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,0,0,1,0
07-194,007,IZTAPALAPA,SAN LORENZO XICOTENCATL (PBLO),19.383654,-99.027134,4441,888.0,42.87,99.59,99.77,50.0,0.8908,50.0,125,281.47,2.38,5.59,PLANTA_030,3517.42,156.2,0.7032058224701064,0.6636,0.3621480109160743,0.08342058104693102,0.1255,833,0.01772218559883342,0.10550598833835895,0.07505194227361237,0.7637460885113994,0.01515319025590629,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,0,0,1,0
15-059,015,CUAUHTEMOC,NONOALCO-TLATELOLCO (U HAB) I,19.454913,-99.148085,9945,1521.0,21.74,99.57,99.6,0.0,0.5643,33.0,40,40.22,0.42,4.77,PLANTA_000,3147.35,313.0,0.6292212456689229,0.214,0.030212935982059468,0.034630439258548036,0.1254,834,0.02734254508929081,0.07606693563248496,0.31842142646274635,0.2914617791685293,0.04015545707773384,otra,Auditoría técnica para identificar causa secundaria,0,0,0,0,0,1
12-099,012,TLALPAN,MIRADOR DEL VALLE,19.256268,-99.18211,2130,393.0,38.69,95.66,99.47,100.0,0.686,39.0,195,915.49,8.55,7.74,PLANTA_044,9300.26,198.1,1.859316331252085,0.7187,0.2956350137876744,0.039947020434541694,0.1254,835,0.020830004284018228,0.054588573849059165,0.17597248988069258,0.670317389360751,0.02267978484140064,ambas,Intervención dual: red + planta (proyecto integral),0,0,1,0,0,0
02-059,002,AZCAPOTZALCO,PETROLERA,19.485156,-99.199994,2831,461.0,24.59,99.57,99.69,0.0,0.7316,42.0,451,1593.08,1.25,1.81,PLANTA_000,2942.51,83.3,0.5882689975126411,0.3256,0.39204937116385674,0.018477549893163945,0.1254,836,0.007498752397030609,0.032691056136319986,0.3906782322523981,0.3551631649530622,0.009008704926393715,fugas,Reemplazo de red secundaria (cuadrillas + tubería),0,0,0,0,1,0
07-072,007,IZTAPALAPA,ESTADO DE VERACRUZ,19.350705,-99.088593,803,160.0,42.87,99.59,99.77,15.8,0.8908,50.0,28,348.69,4.72,2.43,PLANTA_030,3517.42,28.2,0.7032058224701064,0.6085,0.48075794839542496,0.013140762750484104,0.1254,837,0.002911285249902986,0.01711802772883439,0.21726999197386163,0.7637460885113994,0.002494835579674166,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,0,1,1,0
16-038,016,MIGUEL HIDALGO,LOMA HERMOSA (CONJ HAB),19.445937,-99.212596,3662,552.0,14.29,98.4,98.39,0.0,0.3551,23.0,209,570.73,0.16,5.11,PLANTA_000,8873.16,324.9,1.7739300667909348,0.2373,0.0531245404166678,0.014494386814400767,0.1253,838,0.028016902383960672,0.030793414169575827,0.4504893494478312,0.12494412159141709,0.05196548491049524,otra,Auditoría técnica para identificar causa secundaria,0,0,0,0,0,0
16-047,016,MIGUEL HIDALGO,LOS MORALES (POLANCO),19.437244,-99.209971,4340,654.0,14.29,98.4,98.39,0.0,0.3551,23.0,85,195.85,0.0,5.77,PLANTA_000,8873.16,385.1,1.7739300667909348,0.2119,0.0384520259070353,0.014582111058701608,0.1253,839,0.03325175352418662,0.03261456226450163,0.43425775335011374,0.12494412159141709,0.0616485211503992,otra,Auditoría técnica para identificar causa secundaria,0,0,0,0,0,0
08-006,008,LA MAGDALENA CONTRERAS,EL ERMITAÑO,19.301608,-99.265707,5125,981.0,42.17,98.68,99.51,100.0,0.8272,46.0,171,333.66,3.75,17.22,PLANTA_044,5602.89,287.1,1.1201350691480034,0.7083,0.2914862147184496,0.0991809475464286,0.1252,840,0.031459407115640645,0.13006161057178386,0.01964969142533612,0.7481001341081807,0.029458906829237325,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,1,0,1,0
02-075,002,AZCAPOTZALCO,SAN BARTOLO CAHUALTONGO (PBLO),19.482032,-99.200577,3136,511.0,24.59,99.57,99.69,0.0,0.7316,42.0,170,542.09,0.0,1.84,PLANTA_000,2942.51,92.3,0.5882689975126411,0.3,0.3082084540908079,0.018451609584943886,0.1252,841,0.008349721523036554,0.033375114701259284,0.3868540043536869,0.3551631649530622,0.010013794578277778,otra,Auditoría técnica para identificar causa secundaria,0,0,0,0,1,0
16-028,016,MIGUEL HIDALGO,DEPORTIVA PENSIL,19.450722,-99.207657,2965,447.0,14.29,98.4,98.39,0.0,0.3551,23.0,84,283.31,0.47,4.37,PLANTA_000,8873.16,263.1,1.7739300667909348,0.2206,0.04593934519088214,0.010528187163796273,0.1251,842,0.022628085033728075,0.023066598334633922,0.47343304622858434,0.12494412159141709,0.04202509222567691,otra,Auditoría técnica para identificar causa secundaria,0,0,0,0,0,0
12-116,012,TLALPAN,PEDREGAL DE LAS AGUILAS,19.271845,-99.17577,1991,367.0,38.69,95.66,99.47,59.5,0.686,39.0,378,1898.54,4.52,7.24,PLANTA_044,9300.26,185.2,1.859316331252085,0.7083,0.34746551104828777,0.03665825576664712,0.1251,843,0.01943140181728385,0.050252421867312776,0.1830353162645384,0.670317389360751,0.021183766239483894,ambas,Intervención dual: red + planta (proyecto integral),0,0,1,0,0,0
07-113,007,IZTAPALAPA,LA PLANTA,19.29425,-99.063877,6175,1234.0,42.87,99.59,99.77,0.0,0.8908,50.0,129,208.91,0.16,5.94,PLANTA_033,3517.42,217.2,0.7032058224701064,0.4435,0.3268591251642803,0.0730454321177754,0.1251,844,0.02476143219324267,0.09801209483307266,0.06726673230639112,0.7637460885113994,0.02118568740629816,otra,Auditoría técnica para identificar causa secundaria,0,0,0,0,1,0
08-002,008,LA MAGDALENA CONTRERAS,BARRANCA SECA,19.30618,-99.239529,4957,948.0,42.17,98.68,99.51,100.0,0.8272,46.0,114,229.98,1.65,14.78,PLANTA_044,5602.89,277.7,1.1201350691480034,0.6994,0.2667131764619532,0.09448287660128292,0.125,845,0.03038997828507459,0.12419723499748658,0.028283086704902285,0.7481001341081807,0.028484762171859395,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,0,0,1,0
15-006,015,CUAUHTEMOC,BUENOS AIRES,19.405444,-99.149797,8002,1224.0,21.74,99.57,99.6,0.0,0.5643,33.0,1167,1458.39,2.01,4.79,PLANTA_006,3147.35,251.9,0.6292212456689229,0.299,0.09330883636351794,0.0443603869131145,0.125,846,0.021935906467269208,0.08557179176374849,0.31781241875462435,0.2914617791685293,0.03225942106320043,fugas,Reemplazo de red secundaria (cuadrillas + tubería),0,0,0,0,0,0
12-064,012,TLALPAN,JARDINES COAPA-BELISARIO DOMINGUEZ,19.30429,-99.133252,1602,296.0,38.69,95.66,99.47,59.5,0.686,39.0,6,37.45,0.0,5.78,PLANTA_044,9300.26,149.0,1.859316331252085,0.6154,0.10813279965362935,0.025139960262131285,0.1249,847,0.015612141235047653,0.03499555087250903,0.2096207114823632,0.670317389360751,0.016985636519376447,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,0,0,0,0
12-193,012,TLALPAN,VILLA DEL PUENTE FOVISSSTE  (U HAB),19.296719,-99.106295,780,144.0,38.69,95.66,99.47,100.0,0.686,39.0,2,25.64,,4.32,PLANTA_044,9300.26,72.5,1.859316331252085,0.6344,0.09470690179275434,0.012333338710942386,0.1249,848,0.00743569604490819,0.017341170808097713,0.2507980905415505,0.670317389360751,0.008113898298707388,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,0,0,0,0
03-036,003,COYOACAN,DE LA CANDELARIA (PBLO),19.331296,-99.148998,9289,1381.0,27.5,99.76,99.72,59.5,0.7375,42.0,422,454.3,0.94,8.14,PLANTA_006,2737.72,254.3,0.5473264263642893,0.5431,0.19943920368498189,0.10365584239154307,0.1248,849,0.02151960707618315,0.18092875539969222,0.1359514509145739,0.42020563254358523,0.02797000931232584,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,0,0,1,1
06-034,006,IZTACALCO,SANTIAGO NORTE (BARR),19.392177,-99.124738,4306,737.0,25.72,99.69,99.72,15.8,0.8157,46.0,247,573.62,6.92,1.93,PLANTA_006,2735.5,117.8,0.5468834955876182,0.4633,0.44416503051345785,0.04576691387162773,0.1248,850,0.011312465691615311,0.07127581481217612,0.3188148177520885,0.38042020563254364,0.012020644039288486,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,0,0,1,0
05-171,005,GUSTAVO A. MADERO,SANTA ROSA,19.523452,-99.168978,8097,1465.0,33.69,99.63,99.76,0.0,0.8242,46.0,978,1207.85,1.43,4.79,PLANTA_000,3051.02,247.0,0.6099621935398889,0.4009,0.41467985700469706,0.07687624380503429,0.1247,851,0.025506300911561582,0.11625740048368746,0.14154899926317382,0.558560572194904,0.02536123812389238,fugas,Reemplazo de red secundaria (cuadrillas + tubería),0,0,0,0,1,1
02-025,002,AZCAPOTZALCO,EL ROSARIO C (U HAB),19.506158,-99.202407,9629,1568.0,24.59,99.57,99.69,0.0,0.7316,42.0,228,236.78,,3.33,PLANTA_000,2942.51,283.3,0.5882689975126411,0.2803,0.20697807637679985,0.052236736619776576,0.1247,852,0.026339208846802232,0.09658821440408225,0.263592574106465,0.3551631649530622,0.03134403052381734,otra,Auditoría técnica para identificar causa secundaria,0,0,0,0,1,1
16-062,016,MIGUEL HIDALGO,PENSIL SUR,19.4465,-99.197184,2828,426.0,14.29,98.4,98.39,0.0,0.3551,23.0,35,123.76,0.0,4.26,PLANTA_000,8873.16,250.9,1.7739300667909348,0.201,0.03549545082808482,0.008713930951819233,0.1245,853,0.021550321563681557,0.01998717710173564,0.47739473017842105,0.12494412159141709,0.040062749333204674,otra,Auditoría técnica para identificar causa secundaria,0,0,0,0,0,0
17-032,017,VENUSTIANO CARRANZA,JANITZIO,19.447507,-99.117432,2459,433.0,29.9,99.6,99.59,0.0,0.7336,42.0,105,427.0,0.48,2.38,PLANTA_037,3553.95,87.4,0.7105078100882739,0.3447,0.28741212572415337,0.018637632263226404,0.1245,854,0.00855707201885563,0.030024905305936513,0.3282699631300228,0.4738489047831918,0.009450754624347654,otra,Auditoría técnica para identificar causa secundaria,0,0,0,0,1,0
12-139,012,TLALPAN,RESIDENCIAL INSURGENTES SUR (U HAB),19.279094,-99.172199,2047,378.0,38.69,95.66,99.47,59.5,0.686,39.0,6,29.31,,7.1,PLANTA_044,9300.26,190.4,1.859316331252085,0.6097,0.09093479820975735,0.03193531471072643,0.1244,855,0.020023118245517623,0.04442192492406197,0.18516916178633439,0.670317389360751,0.021786812497620878,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,0,0,0,0
07-257,007,IZTAPALAPA,9 1/2 - FRANCISCO VILLA (EJERCITO CONSTITUCIONALISTA) (CONJ HAB),19.376866,-99.050771,2870,574.0,42.87,99.59,99.77,50.0,0.8908,50.0,0,0.0,,3.48,PLANTA_030,3517.42,100.9,0.7032058224701064,0.529,0.0,0.04149800807503905,0.1244,856,0.011333967591190347,0.05413552850276139,0.1477572634687705,0.7637460885113994,0.00968438546219038,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,0,0,1,0
12-102,012,TLALPAN,MOVIMIENTO ORGANIZADO DE TLALPAN-EL MIRADOR (RNCDA),19.26685,-99.152811,984,182.0,38.69,95.66,99.47,59.5,0.686,39.0,36,365.85,0.0,4.77,PLANTA_044,9300.26,91.5,1.859316331252085,0.6691,0.2635834186499604,0.01672423104316937,0.1244,857,0.009479807342443056,0.023221750456482466,0.23588484257621486,0.670317389360751,0.010317336549592512,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,0,0,0,0,0
16-052,016,MIGUEL HIDALGO,MODELO PENSIL,19.446415,-99.189805,2466,372.0,14.29,98.4,98.39,0.0,0.3551,23.0,98,397.4,0.21,4.07,PLANTA_000,8873.16,218.8,1.7739300667909348,0.2287,0.05134479286248388,0.009205854395324864,0.1244,858,0.01877892978356194,0.019827049067187505,0.4846425446557714,0.12494412159141709,0.03489953565710971,otra,Auditoría técnica para identificar causa secundaria,0,0,0,0,0,0
02-005,002,AZCAPOTZALCO,ANGEL ZIMBRON,19.467794,-99.189118,2330,379.0,24.59,99.57,99.69,0.0,0.7316,42.0,160,686.7,3.28,1.75,PLANTA_000,2942.51,68.6,0.5882689975126411,0.3056,0.3310389041518777,0.013951796709765804,0.1244,859,0.006103163030380859,0.025150765121360063,0.3985770011486453,0.3551631649530622,0.007367058494983079,otra,Auditoría técnica para identificar causa secundaria,0,0,0,0,1,0
12-096,012,TLALPAN,MIRADOR 1A SECC,19.269222,-99.179012,1976,365.0,38.69,95.66,99.47,100.0,0.686,39.0,155,784.41,,7.52,PLANTA_044,9300.26,183.8,1.859316331252085,0.715,0.2872841530660614,0.03683772947548984,0.1243,860,0.019323817012150434,0.05034642850702111,0.17897800435689817,0.670317389360751,0.02102140763152394,ambas,Intervención dual: red + planta (proyecto integral),0,0,1,0,0,0
16-024,016,MIGUEL HIDALGO,DANIEL GARZA,19.405103,-99.199035,5476,826.0,14.29,98.4,98.39,0.0,0.3551,23.0,325,593.5,0.2,8.76,PLANTA_000,8873.16,485.9,1.7739300667909348,0.2382,0.047867791571002925,0.021899210721397732,0.1243,861,0.04207914956456763,0.046447067463108,0.388223630469216,0.12494412159141709,0.0778619771800058,otra,Auditoría técnica para identificar causa secundaria,0,0,0,0,0,0
